
From 1/1/2014 - 01/03/2015 <-- no one knows exact time it was released, some say in 2013, set it 2014 to be sure

SELECT nick, fingerprint, identity, ip, count(identity) FROM agorahooawayyfoe GROUP BY nick ORDER BY count(identity) DESC;



+---------------------+------------------------------------------+-----------------------------+-----------------+-----------------+
| nick                | fingerprint                              | identity                    | ip              | count(identity) |
| violetairvpn        | f24979f37c37c9da193edaddfb305431cf13c384 | 8kl583w3ydoZPtrd+zBUMc8Tw4Q | 95.211.98.189   |              48 |
| watertor3           | 0f4d7e68716c9f75458b41e8033a273000276889 | D01+aHFsn3VFi0HoAzonMAAnaIk | 80.100.44.219   |              48 |
| nezzynezzy          | 37c344b07cc2bfbd308edc87a2ab3b35d2b666a1 | N8NEsHzCv70wjtyHoqs7NdK2ZqE | 98.249.31.135   |              48 |
| torpidsDEpcenet     | bd5899ea64d83f7e885b2495de0842f1a77e99af | vViZ6mTYP36IWySV3ghC8ad+ma8 | 213.185.88.234  |              48 |
| lanix               | ef8d56d5e425effd8bf2dc6b643bd69ac1649d98 | 741W1eQl7/2L8txrZDvWmsFknZg | 62.31.61.76     |              48 |
| polytone            | a5e9b7ea358820fc32dd36d03cd50249764f1140 | pem36jWIIPwy3TbQPNUCSXZPEUA | 82.199.155.89   |              48 |
| zwiebelringrexlocus | 49095052c6668fb6bb9a2c9cedb0a79b6193870b | SQlQUsZmj7a7miyc7bCnm2GThws | 85.25.95.149    |              48 |
| MuhFreedomsG5       | b021eb26f589e6ea519d1c3f689656fd928e4751 | sCHrJvWJ5upRnRw/aJZW/ZKOR1E | 107.150.27.194  |              48 |
| vlima               | 5d41bbe918c4dfeefd620cad949df862a21c5653 | XUG76RjE3+79YgytlJ34YqIcVlM | 62.217.124.253  |              48 |
| metaether           | 366d1ec21d1d5d858b0c74142454193282e2b307 | Nm0ewh0dXYWLDHQUJFQZMoLiswc | 192.186.154.134 |              48 |
| mullbinde8          | 6d4498837716a024373e14356ebceb3928db5340 | bUSYg3cWoCQ3PhQ1brzrOSjbU0A | 195.154.11.200  |              48 |
| supersexytorrelay   | 47cf431990a13d704e741ec2a758a6217bc83231 | R89DGZChPXBOdB7Cp1imIXvIMjE | 64.90.58.16     |              48 |
| JamesBond007        | 5458b211873a45ed539bdc8ed5e0953409176f3b | VFiyEYc6Re1Tm9yO1eCVNAkXbzs | 212.116.91.222  |              48 |
| onionLoversAnon     | fb04522e63a876955f0db379853b86966eef9a6c | +wRSLmOodpVfDbN5hTuGlm7vmmw | 88.198.219.54   |              48 |
| PPTOR0007           | 56b296655cd0c1148c776777881fad33b0c33438 | VrKWZVzQwRSMd2d3iB+tM7DDNDg | 31.204.150.138  |              48 |
| YesWeScan           | 209dd3f88902333292109bd9c3dc0130823fad1e | IJ3T+IkCMzKSEJvZw9wBMII/rR4 | 82.95.162.184   |              48 |
| henriwatsonpnj0     | 03a2f59c7415951f16ef5f0fa7a266e63656dfe6 | A6L1nHQVlR8W718Pp6Jm5jZW3+Y | 162.218.233.43  |              48 |
| UltimeA             | 565a402ddb79d0161d3bdbba5f2e1b13d4efdec2 | VlpALdt50BYdO9u6Xy4bE9Tv3sI | 94.23.98.8      |              48 |
| hrtech2             | 52723acd034f045bacbdf93209ef089cdff54760 | UnI6zQNPBFusvfkyCe8InN/1R2A | 103.5.12.41     |              48 |
| TorORama            | 76e2b37f7aa0edae6b9139ad37245abe7dd38ad6 | duKzf3qg7a5rkTmtNyRavn3TitY | 129.125.22.57   |              48 |
| comaTor1            | e337ef8aa519101096e72d1b6727909aba316d4d | 4zfviqUZEBCW5y0bZyeQmroxbU0 | 46.182.18.111   |              48 |
| stalker             | a8041faa79889583b64954cba17b0dc3e7d8bfa7 | qAQfqnmIlYO2SVTLoXsNw+fYv6c | 188.100.48.126  |              48 |
| VirilhaRelay1       | 570ab188aefa600f3396dd4b4f52367b7aebd565 | VwqxiK76YA8zlt1LT1I2e3rr1WU | 54.94.139.167   |              48 |
| kfnmnpahrelay2      | 244faf24da921f98560c294045cfd723b35f2784 | JE+vJNqSH5hWDClARc/XI7NfJ4Q | 88.198.180.24   |              48 |
| identity            | 9d5d7bb3e276a890e46ef934eacb1756fa2f4d96 | nV17s+J2qJDkbvk06ssXVvovTZY | 79.140.41.70    |              48 |
| KAMAGURKA           | b535cff23c1e20e3b7030f1ad14b3a8adae54ae8 | tTXP8jweIOO3Aw8a0Us6itrlSug | 80.57.159.150   |              48 |
| totally             | 7449b9a6ec96181525f4911b87609700216a543b | dEm5puyWGBUl9JEbh2CXACFqVDs | 178.79.176.96   |              48 |
| spfTOR1e2           | 390be0d61ab5534d2f6d3412d1f1b245b9f1f5b7 | OQvg1hq1U00vbTQS0fGyRbnx9bc | 77.109.141.139  |              48 |
| qwe                 | dd565ae80b04a2384f9a6a3275b38577a4560c3d | 3VZa6AsEojhPmmoydbOFd6RWDD0 | 94.242.222.27   |              48 |
| viksell             | c13dfb9f4610d5702fe020503f00a804f37cb612 | wT37n0YQ1XAv4CBQPwCoBPN8thI | 192.155.89.217  |              48 |
| thauriiya           | eaad216fa82593a771a8e4018a0ffbafa5dab263 | 6q0hb6glk6dxqOQBig/7r6XasmM | 108.26.56.52    |              48 |
| Frechdax            | 501aed57311d20d79a037b67a4939e89ff8119ea | UBrtVzEdINeaA3tnpJOeif+BGeo | 213.239.199.222 |              48 |
| Fluxzone            | 894e5bf78b89eb1048c0da4665c0791328656ee5 | iU5b94uJ6xBIwNpGZcB5EyhlbuU | 178.78.234.195  |              48 |
| chaoscomputerclub34 | 5cd96110c9d0619a04da9d10f17b8fac65ece1aa | XNlhEMnQYZoE2p0Q8XuPrGXs4ao | 217.115.10.134  |              48 |
| DrFuzenstein        | aa5afaeb7e3e28c0807606f8f1d3760beceae987 | qlr6634+KMCAdgb48dN2C+zq6Yc | 31.205.53.44    |              48 |
| fawkes              | 9a13bc3189c5ca80e1c7d302609692d507f7f23a | mhO8MYnFyoDhx9MCYJaS1Qf38jo | 79.143.179.106  |              48 |
| eoXaEPqZyHqz        | 4f742d4b4c7f63e9e850a41a846cdc051ccc6904 | T3QtS0x/Y+noUKQahGzcBRzMaQQ | 192.240.97.149  |              48 |
| Mulgore             | 8a6c54976ea12f0ba2b19b665de0d770fa7b33c1 | imxUl26hLwuisZtmXeDXcPp7M8E | 78.47.44.212    |              48 |
| chee                | 8887213ed36ce2810e4162e6254d3cf7324c3a1b | iIchPtNs4oEOQWLmJU089zJMOhs | 178.63.110.151  |              48 |
| BigBrother          | 2935e307d7a760827642420c3a53db167467acb7 | KTXjB9enYIJ2QkIMOlPbFnRnrLc | 46.246.46.27    |              48 |
| Snowden4ever        | a5def08a1d6075453c6cb856b2f1fa4070d67ecf | pd7wih1gdUU8bLhWsvH6QHDWfs8 | 62.210.136.51   |              48 |
| EdwardSnowden       | 020d35e741d6ccfe5d15330df53587b2b52a75f8 | Ag0150HWzP5dFTMN9TWHsrUqdfg | 88.198.54.212   |              48 |
| cyberarmy           | e1979f0683e4fa4d383f773b3e269be9c7de171a | 4ZefBoPk+k04P3c7Piab6cfeFxo | 85.10.198.196   |              48 |
| ILoveVaginas        | 0b0edb8caa6a48f3a8714f6ab665ea6592fb9be7 | Cw7bjKpqSPOocU9qtmXqZZL7m+c | 195.154.97.246  |              48 |
| PPTOR0008           | af5db499abd627f99527e5da2d22a6982ae71598 | r120mavWJ/mVJ+XaLSKmmCrnFZg | 95.211.99.92    |              48 |
| b0red2              | fb0bf10abad6fec369dc7a6cdf90cfcdfaa04a04 | +wvxCrrW/sNp3Hps35DPzfqgSgQ | 93.180.156.45   |              48 |
| utelefonu           | 68ccbe12bcdfb6273e8ef53a831d45e7e750cee1 | aMy+Erzftic+jvU6gx1F5+dQzuE | 46.243.55.203   |              48 |
| ManInTheMiddle      | 7b8a19a3b50a447ce121c75be73669c4c322b490 | e4oZo7UKRHzhIcdb5zZpxMMitJA | 46.182.18.245   |              48 |
| jamsam              | 56b5f4540296f81dd7dff864f135bc4aa2df0937 | VrX0VAKW+B3X3/hk8TW8SqLfCTc | 144.76.109.178  |              48 |
| zxhkhighway0001     | af3b08324f67b3ba5e8ffb79ade55fbcba9ca33f | rzsIMk9ns7pej/t5reVfvLqcoz8 | 59.188.245.132  |              48 |
| PubliusAnonymous    | f3f9cc955f7c59938f244591db6bb299cb7455a7 | 8/nMlV98WZOPJEWR22uymct0Vac | 217.162.124.162 |              48 |
| usuguard2           | fb7b5b48f7a5a4b4ba955796cdee51b8d0388ee4 | +3tbSPelpLS6lVeWze5RuNA4juQ | 129.123.7.41    |              48 |
| chomsky             | c37c070a2895414dbceb26a911a87166420d9d51 | w3wHCiiVQU286yapEahxZkINnVE | 77.247.181.162  |              48 |
| Riseup              | 2af19f4af8a7e7b89490f2de948aeaa1567a0d4f | KvGfSvin57iUkPLelIrqoVZ6DU8 | 46.33.135.182   |              48 |
| xtremenetsavage7    | b4728296e44260f4f24b33b1f680fb1e8a3a7987 | tHKCluRCYPTySzOx9oD7Hoo6eYc | 81.44.247.184   |              48 |
| torpidsDEmyloc1     | 935babe2564f82016c19aef63c0c40b5753ba3d2 | k1ur4lZPggFsGa72PAxAtXU7o9I | 185.15.244.124  |              48 |
| pansomatik          | 39426ce7402cb62f04f5dfaba5cfbbad08693900 | OUJs50Asti8E9d+rpc+7rQhpOQA | 91.121.116.34   |              48 |
| torexitczech        | 4a92b4e2d61ca55f57991c0a337d11e20144416e | SpK04tYcpV9XmRwKM30R4gFEQW4 | 46.167.245.201  |              48 |
| portnode1           | a7c4368c6fe285586d080b35afdc957b4e475bcc | p8Q2jG/ihVhtCAs1r9yVe05HW8w | 109.109.239.243 |              48 |
| SIDtorEU31          | 817e2e65b21163ce0dc8722b671e735872f1e9f9 | gX4uZbIRY84NyHIrZx5zWHLx6fk | 185.8.237.118   |              48 |
| toxiroxiNL1         | b9609bd8b85e583bd62061bc51fa478cff6c54d9 | uWCb2LheWDvWIGG8UfpHjP9sVNk | 185.14.28.10    |              48 |
| mpnsouth            | afc2016a939b561f43ceced4afa6c6e0b61f400a | r8IBapObVh9Dzs7Ur6bG4LYfQAo | 76.185.112.144  |              48 |
| oldtox              | fd9d4cb6f25a0361644f6c7155f097ec23aac3dc | /Z1MtvJaA2FkT2xxVfCX7COqw9w | 176.181.155.165 |              48 |
| Rotherwood          | bf13b164fd7acc5c62ceaacdd4a6d09616a48389 | vxOxZP16zFxizqrN1KbQlhakg4k | 188.164.128.73  |              48 |
| BoingBoing          | a2651ba4d07dd170b5d98286caed4dc49f6c5250 | omUbpNB90XC12YKGyu1NxJ9sUlA | 204.11.50.131   |              48 |
| cronotor            | 0bc6fbbe3e8a645a0d09e6c395976af220559cdd | C8b7vj6KZFoNCebDlZdq8iBVnN0 | 216.17.109.52   |              48 |
| marcuse1            | 011fdd1ee84dac7758119b69829c74a9d197b35e | AR/dHuhNrHdYEZtpgpx0qdGXs14 | 178.20.55.16    |              48 |
| spfTOR5e3           | 95809abd8d8fcde831f9d4382dda5e3e679e47aa | lYCavY2Pzegx+dQ4LdpePmeeR6o | 77.109.139.28   |              48 |
| Volvox              | 647f57cff3c1bce39b22e7446092e49654416bc6 | ZH9Xz/PBvOObIudEYJLkllRBa8Y | 90.184.111.139  |              48 |
| kaffa               | 59cf6583dd1f32ffa06413efca19e92df4aedf93 | Wc9lg90fMv+gZBPvyhnpLfSu35M | 209.159.137.147 |              48 |
| Bogus               | b1c13f9ac69fcc99e5df7f47022d35ee3f798e34 | scE/msafzJnl339HAi017j95jjQ | 76.94.83.36     |              48 |
| manning2            | d0236b1908b3cc686db0a361f4931073a25793f1 | 0CNrGQizzGhtsKNh9JMQc6JXk/E | 96.44.189.101   |              48 |
| yoro                | 2d225b2f7bd432aa235350909acbe9a2f707d3ee | LSJbL3vUMqojU1CQmsvpovcH0+4 | 204.9.55.71     |              48 |
| Insubordination     | 15268f669ffb60d951fbb5793d4d358b59a8347c | FSaPZp/7YNlR+7V5PU01i1moNHw | 24.17.26.15     |              48 |
| relay1433           | d0c70bb9ec0f821b5805648905248589c3e51e48 | 0McLuewPghtYBWSJBSSFicPlHkg | 98.239.115.165  |              48 |
| agrajag             | 98ef3981f766f9f87d7c399e6dd0ffc3867711af | mO85gfdm+fh9fDmebdD/w4Z3Ea8 | 83.253.185.38   |              48 |
| rutor02             | c3e682576164a8186440e3c92e96761dbc8e9cae | w+aCV2FkqBhkQOPJLpZ2HbyOnK4 | 188.226.128.171 |              48 |
| balerion            | 20683a725f799b76812b755c0e28783af0a39955 | IGg6cl95m3aBK3VcDih4OvCjmVU | 128.12.226.56   |              48 |
| gssrelay2           | d851ac34fbb56f5c615c0e9816a7aac2d8948568 | 2FGsNPu1b1xhXA6YFqeqwtiUhWg | 88.150.203.207  |              48 |
| PPTOR0020           | 98c4d5392a186743f820335c3a6589a8042630de | mMTVOSoYZ0P4IDNcOmWJqAQmMN4 | 178.86.13.232   |              48 |
| shaundasschaf       | de4f21aef528a85351b69a446bd410680dc75052 | 3k8hrvUoqFNRtppEa9QQaA3HUFI | 131.188.24.14   |              48 |
| CWC9v5wSKN          | 41e78ba71a4f503f9a13ff40d8efb48b88ad0356 | QeeLpxpPUD+aE/9A2O+0i4itA1Y | 50.7.159.74     |              48 |
| lagom               | 052f285c253a375c9ad452a5dc6fdee75e733df1 | BS8oXCU6N1ya1FKl3G/e515zPfE | 79.140.41.124   |              48 |
| unit2zero           | a4279dc5917a7403d671f41bb92d9e0ed94b13a6 | pCedxZF6dAPWcfQbuS2eDtlLE6Y | 69.164.209.8    |              48 |
| 404server           | 3dfcb577a6c7eae71c4f49514f178e7b4e5b064d | Pfy1d6bH6uccT0lRTxeOe05bBk0 | 218.222.251.33  |              48 |
| LxcTorNode          | eb5cdc1d1acf24fed9d1097c5654846ad5066781 | 61zcHRrPJP7Z0Ql8VlSEatUGZ4E | 82.95.107.51    |              48 |
| PPTOR0016           | 4e0986f14e34371ac44d15d9fc2b37bfc89337d9 | TgmG8U40NxrETRXZ/Cs3v8iTN9k | 178.162.194.30  |              48 |
| PPTOR0044           | 97f61f48ee3a2eefb61af6845dbd7a78029114ce | l/YfSO46Lu+2GvaEXb16eAKRFM4 | 82.221.105.61   |              48 |
| undefinedXtor       | 0960214f6332237dfdcb36e4a21a7d731fc4d43d | CWAhT2MyI339yzbkohp9cx/E1D0 | 148.251.79.115  |              48 |
| wolftor             | 10296d82035a1c0d87c5d663605666dd4aa6002b | ECltggNaHA2HxdZjYFZm3UqmACs | 90.146.28.98    |              48 |
| FreeFair            | 59f17dcacb73ac04b7556a9c96992cce25f23361 | WfF9ystzrAS3VWqclpksziXyM2E | 54.186.179.145  |              48 |
| Q                   | 26220aea188b8d0e47bb541e1a616eb3ad70295f | JiIK6hiLjQ5Hu1QeGmFus61wKV8 | 78.47.134.6     |              48 |
| shinzoKamote        | 9cf5d5d7452cef86097146a3a956c385fbb50b3a | nPXV10Us74YJcUajqVbDhfu1Czo | 92.243.255.169  |              48 |
| torchwoodrelay      | 8afd20376d1ce4ae3073fa6136f9dba07a5cc99b | iv0gN20c5K4wc/phNvnboHpcyZs | 81.4.127.35     |              48 |
| TorHelpeDO          | efe28feba9ef2ba40d934eec63e7b0393971d62d | 7+KP66nvK6QNk07sY+ewOTlx1i0 | 95.85.35.178    |              48 |
| DAF                 | 85de72643a914580d847835397646d6251103873 | hd5yZDqRRYDYR4NTl2RtYlEQOHM | 81.57.35.137    |              48 |
| Honestinattentive   | 9bfd4dce529c78a2a745b3048052d4ed34fe78ae | m/1NzlKceKKnRbMEgFLU7TT+eK4 | 69.64.52.48     |              48 |
| GoatForEver         | 1a424434a38be6854f47fa063a222ca7e427aef7 | GkJENKOL5oVPR/oGOiIsp+Qnrvc | 106.186.31.97   |              48 |
| tingx               | b6f79a638298200d33009d9a0cd05f85494903ae | tveaY4KYIA0zAJ2aDNBfhUlJA64 | 155.98.39.142   |              48 |
| optimist            | 0f4b2788069ffd35b99acd8573a44a4ab35f2cd9 | D0sniAaf/TW5ms2Fc6RKSrNfLNk | 86.89.181.60    |              48 |
| getrekt             | 37ade79db453fc3380576f409f2c725979259d5f | N63nnbRT/DOAV29AnyxyWXklnV8 | 67.165.142.226  |              48 |
| OIX11               | cb8cfef70864f9983171fa91359bf0f3ed20d5ba | y4z+9whk+ZgxcfqRNZvw8+0g1bo | 93.190.68.155   |              48 |
| hong52              | 628d9244ee7e0c44a19ce85e29bc107bbea1d8a8 | Yo2SRO5+DEShnOheKbwQe76h2Kg | 115.145.170.52  |              48 |
| EntitaetNull        | 8318a0a99b26785c6ab59fb3a290f6a04addd42c | gxigqZsmeFxqtZ+zopD2oErd1Cw | 85.214.156.28   |              48 |
| Libero              | 566b0f92197a9d855846e68d2aeef8266b147d35 | VmsPkhl6nYVYRuaNKu74JmsUfTU | 64.113.32.29    |              48 |
| didnteditheconfig   | 64ddc383219c6c0e890474f72dc859be7ac741a6 | ZN3DgyGcbA6JBHT3LchZvnrHQaY | 185.16.60.241   |              48 |
| mailuefterl         | b508d68e5b1e639afc6ba8076dbc1f0a94ae7c73 | tQjWjlseY5r8a6gHbbwfCpSufHM | 84.112.105.62   |              48 |
| missq               | 85b463ed19ca638691d881220aaf728ce65c4a19 | hbRj7RnKY4aR2IEiCq9yjOZcShk | 129.170.28.184  |              48 |
| Hashi               | 49070900ffa5cfb64e490aae90d4b158b48510e5 | SQcJAP+lz7ZOSQqukNSxWLSFEOU | 107.170.245.185 |              48 |
| eZer0               | 9336dafb5954561c34e841a6953042b86ded6994 | kzba+1lUVhw06EGmlTBCuG3taZQ | 88.196.45.17    |              48 |
| mighty16            | dd3c497f8b50acac2075c9724e6d6fb3275c5ce6 | 3TxJf4tQrKwgdclyTm1vsydcXOY | 81.150.197.173  |              48 |
| fanchetor           | fa922a78f86cbaea44ecb282fdfc720b81d738ea | +pIqePhsuupE7LKC/fxyC4HXOOo | 90.49.134.53    |              48 |
| unmam               | a0b8656dd84749af83eb685742d64a1d11828079 | oLhlbdhHSa+D62hXQtZKHRGCgHk | 108.23.86.196   |              48 |
| rumpelstilzchen     | 9d08a261c64384fecc5951a1df00a51fcd1d8819 | nQiiYcZDhP7MWVGh3wClH80diBk | 144.76.117.148  |              47 |
| BlickWinkel         | 49dc222a7494aef8e7dbf2e3caabf23504c77b64 | SdwiKnSUrvjn2/LjyqvyNQTHe2Q | 80.100.45.156   |              47 |
| ShardsOfNarsil      | 2a174cb093ca7afc8fa7f82a20b608433e241a94 | KhdMsJPKevyPp/gqILYIQz4kGpQ | 98.24.24.19     |              47 |
| alick               | d55386204cfd88dffb3ae89371227adf7379dda5 | 1VOGIEz9iN/7OuiTcSJ633N53aU | 188.32.139.115  |              47 |
| scampler            | 6e5153b70f40deda739bb8003aa134b9eaf43533 | blFTtw9A3tpzm7gAOqE0uer0NTM | 193.106.147.1   |              46 |
| FreeWilliam         | 59ec3446010fcaea0af7600cad9b5584425ef4c3 | Wew0RgEPyuoK92AMrZtVhEJe9MM | 198.50.148.12   |              46 |
| JacobRiis           | 937dd36c5d18404f62dbb9c7d40304ed2cb2e7dc | k33TbF0YQE9i27nH1AME7Syy59w | 77.247.180.145  |              46 |
| Tor1HackingDk       | e1af2cb52eed3bef5a71b7552ff5239faf92cb63 | 4a8stS7tO+9acbdVL/Ujn6+Sy2M | 109.74.200.101  |              46 |
| Chandler03          | c5d4cc5d3628471517770f65fa50fe5059b75f7b | xdTMXTYoRxUXdw9l+lD+UFm3X3s | 5.104.224.246   |              46 |
| Pulas               | 2d7ad8f9919f80ae7c62972d7d4e2f254768b422 | LXrY+ZGfgK58YpctfU4vJUdotCI | 86.101.217.156  |              45 |
| Precious            | 842b1f6c4b9e41fc9059df675c5df5bda9f0fc73 | hCsfbEueQfyQWd9nXF31vanw/HM | 95.215.45.188   |              44 |
| Deliverator         | c08de0a1bee7c8d1c8d09cdf73c5ab54e61200ff | wI3gob7nyNHI0Jzfc8WrVOYSAP8 | 67.249.113.141  |              44 |
| yaibei8Ej5Bohd8looG | ae578f6c94adc7d4a666a5723417041c77ac441a | rlePbJStx9SmZqVyNBcEHHesRBo | 77.57.45.28     |              44 |
| rasptorpipi         | e82e1e0aa600c5b1a033b56ffebd25e1daa96ba4 | 6C4eCqYAxbGgM7Vv/r0l4dqpa6Q | 78.60.147.76    |              44 |
| kajitsu             | 65302fb14c4d1feff0aa21c140b62a23d066e28f | ZTAvsUxNH+/wqiHBQLYqI9Bm4o8 | 81.56.102.224   |              43 |
| 31173Services       | 61079d8b4153710f4165cd35e00f797cac8c9c22 | YQedi0FTcQ9BZc014A95fKyMnCI | 193.138.216.101 |              43 |
| HorrR               | 5bcf4e8fb8a02dd794f9382989596c168faef4d3 | W89Oj7igLdeU+TgpiVlsFo+u9NM | 92.212.32.166   |              43 |
| CamelBackFront      | a7ef25dab23d0443511a62071e4a5cd44ea26eb8 | p+8l2rI9BENRGmIHHkpc1E6ibrg | 208.84.155.205  |              43 |
| anong33             | f2d6eb211744d41dc41ccb62bf1c3246d24b42a2 | 8tbrIRdE1B3EHMtivxwyRtJLQqI | 79.197.212.4    |              42 |
| jasiu               | 68ce167f7cc73a719bf3c02641012b18fca2d12f | aM4Wf3zHOnGb88AmQQErGPyi0S8 | 109.197.63.45   |              42 |
| JetpacksPlease      | 0d938930fdc865f487674473bfd746cd19af1e88 | DZOJMP3IZfSHZ0Rzv9dGzRmvHog | 82.161.119.224  |              42 |
| UtahStateExit2      | 1946f5e4748b069d3b989b5af50c7ddd3ac61859 | GUb15HSLBp07mJta9Qx93TrGGFk | 129.123.7.6     |              41 |
| torrelaynstuff      | 49f32f013683d2fbdc7cc2e20c0524d22bca299d | SfMvATaD0vvcfMLiDAUk0ivKKZ0 | 134.130.115.172 |              41 |
| Exituscraft         | ae9168565a93f290a47ed758286921be99f90e7c | rpFoVlqT8pCkftdYKGkhvpn5Dnw | 85.214.226.15   |              41 |
| gsoc1               | 0a157ccd5d4eb81458a2bc7d5c50f024a20189d7 | ChV8zV1OuBRYorx9XFDwJKIBidc | 91.123.200.235  |              40 |
| edwardsnowden2      | aa5f874a2d80c5a11ef9489857f1adce9313254e | ql+HSi2AxaEe+UiYV/GtzpMTJU4 | 65.130.182.244  |              40 |
| luftgitarr          | 43476b5b915f67e33fd4f4685f36a56c3e5ae3d7 | Q0drW5FfZ+M/1PRoXzalbD5a49c | 82.96.35.7      |              40 |
| frell2              | 1c8b44b67a6a957d6648adfc8047c42c3db400cf | HItEtnpqlX1mSK38gEfELD20AM8 | 85.10.240.250   |              40 |
| vaporware           | c304569b7bbef4e8fe14427648a516bceaf16bcd | wwRWm3u+9Oj+FEJ2SKUWvOrxa80 | 98.229.239.108  |              40 |
| mogheartsfreedom5   | 56a674d8c672af67e1d6ed1796239bc992ba3705 | VqZ02MZyr2fh1u0XliObyZK6NwU | 208.83.93.50    |              40 |
| COVERGOVER          | ca8949700bcee80b246602fae02c72d962f9d909 | yolJcAvO6AskZgL64Cxy2WL52Qk | 185.12.46.157   |              40 |
| godlessUser         | 38c1ba8e640af9ce2554340118799d3b401f7808 | OMG6jmQK+c4lVDQBGHmdO0AfeAg | 95.246.225.45   |              39 |
| metwork2            | df199b025d9045f2bf34c904ff298d55fc9571c0 | 3xmbAl2QRfK/NMkE/ymNVfyVccA | 46.36.37.115    |              39 |
| Torsti              | 78f1a2d8bca7548cd1ab7d62bd9a017ea6594541 | ePGi2LynVIzRq31ivZoBfqZZRUE | 85.23.246.52    |              39 |
| chaoscomputerclub19 | 891088b9e2d31aa32adfc6b1ab6700af0bf94b23 | iRCIueLTGqMq38axq2cArwv5SyM | 31.172.30.2     |              39 |
| Willzyx             | 64eef48e57f8feb7331fe9754d2564a9060be02d | ZO70jlf4/rczH+l1TSVkqQYL4C0 | 94.113.236.41   |              39 |
| rasputin            | bbb2121c0d1d1d7edab5e8ce7ad099380242328a | u7ISHA0dHX7atejOetCZOAJCMoo | 119.224.64.106  |              39 |
| Br4MSTEL            | d1883e9478a2474c75e81aa0e849863e6940f59c | 0Yg+lHiiR0x16Bqg6EmGPmlA9Zw | 84.25.78.229    |              39 |
| azetor              | cd11fdcabb4981d4976a1f05b783611fb4a41f9a | zRH9yrtJgdSXah8Ft4NhH7SkH5o | 162.243.248.120 |              38 |
| fluxent             | 650a9a608aa383164e62894be10d2f8298c5ad5a | ZQqaYIqjgxZOYolL4Q0vgpjFrVo | 88.198.38.45    |              38 |
| haltor              | 0d7d18e613102094545d63f36190b8af690116db | DX0Y5hMQIJRUXWPzYZC4r2kBFts | 67.243.19.7     |              38 |
| cryptowars          | 49caedeef40b85caeab2dd666b23c327f66a1220 | Scrt7vQLhcrqst1mayPDJ/ZqEiA | 91.206.143.38   |              38 |
| toosa               | 64fe7cbe054e18b05b733ecd6624d9e6d0004ccf | ZP58vgVOGLBbcz7NZiTZ5tAATM8 | 88.115.66.252   |              37 |
| 1001001de2          | 9e339307a3a118997b9764082daf8773e7983e05 | njOTB6OhGJl7l2QILa+Hc+eYPgU | 37.187.18.109   |              36 |
| JWsPiTOR            | 51f305e5d8c80e1f93df51b4ef992e0a80ea5cc9 | UfMF5djIDh+T31G075kuCoDqXMk | 83.80.198.97    |              36 |
| piToresk            | eb582cb24bde11501fbc7bce31dbce925f5bd31e | 61gsskveEVAfvHvOMdvOkl9b0x4 | 178.24.219.158  |              35 |
| l1b3r4t0r           | 0a7eb84c42e148853e9d35a8eb664930c5a52d48 | Cn64TELhSIU+nTWo62ZJMMWlLUg | 37.205.11.149   |              35 |
| echelonxo           | cd310344282f763b1dc7361f125daeedda830636 | zTEDRCgvdjsdxzYfEl2u7dqDBjY | 92.76.125.110   |              35 |
| serotonin           | 6e637e50f37224bbbdfd9880734b69ccba0f9895 | bmN+UPNyJLu9/ZiAc0tpzLoPmJU | 213.239.216.222 |              35 |
| mightyboon          | 16511ab350df2af29b94dbeeab4c7c93ab2c5692 | FlEas1DfKvKblNvuq0x8k6ssVpI | 2.103.201.68    |              34 |
| HOAP                | 56fa446fe12f92ebafc970fcd772165fa74c22d9 | VvpEb+EvkuuvyXD813IWX6dMItk | 80.216.65.176   |              34 |
| LittleWhinging      | 092365a414611805092a42936b98aa2599a34bfa | CSNlpBRhGAUJKkKTa5iqJZmjS/o | 89.22.97.58     |              34 |
| Fiequo6Lei2o        | 0805ad90b7c572738b38b4ffd245cb062212fbb3 | CAWtkLfFcnOLOLT/0kXLBiIS+7M | 193.7.177.223   |              33 |
| InternetMastering   | c589ec9e9e530ffd346b95fab816e59b4ad7054f | xYnsnp5TD/00a5X6uBblm0rXBU8 | 109.201.138.210 |              33 |
| 0MinistryOfTruth    | 2a1d3b7d032920b13c0788448eeaa7e0f1dc826d | Kh07fQMpILE8B4hEjuqn4PHcgm0 | 146.185.133.169 |              32 |
| treir               | f637b704232d4ee45dfdad6bd40d132ab4e3482a | 9je3BCMtTuRd/a1r1A0TKrTjSCo | 95.211.191.41   |              32 |
| LoinsArch           | 567f238f4e74ba2ffdde379adf8c0d7ea37cd0d8 | Vn8jj050ui/93jea34wNfqN80Ng | 195.241.151.7   |              32 |
| JohnDoe42           | e2fd897a17ad17030aaa6f39f449b4a1f8acb04a | 4v2JehetFwMKqm859Em0ofissEo | 178.32.219.197  |              32 |
| pipeepluna          | 05ef7769079d1922b1bea7ed23b5f8118afc4154 | Be93aQedGSKxvqftI7X4EYr8QVQ | 107.6.158.38    |              32 |
| JVGTORSERVER        | 19368b2784c874a797dc909eb0f78ed0d94fd1bf | GTaLJ4TIdKeX3JCesPeO0NlP0b8 | 216.86.61.205   |              31 |
| gunther             | c0451ce304a31d85454402f4e2e94e03459601a6 | wEUc4wSjHYVFRAL04ulOA0WWAaY | 212.112.241.30  |              31 |
